ORGANIZACION_POLITICA,CARGO_AUTORIDAD,NOMBRES,APELLIDOS,NOMBRE_BIEN,DESCRIPCION_BIEN,CARACTERISTICAS_BIEN,VALOR_BIEN
ALIANZA POPULAR,CONGRESISTA,ELIAS NICOLAS,RODRIGUEZ ZAVALETA,CAMIONETA,JEEP-GRAN CHEROKEE-2014,FOW-123 - VERDE,110000
ALIANZA POPULAR,CONGRESISTA,ELIZABETH YOLANDA,FLORES DE LA CRUZ,CAMIONETA,NISSAN FRONTIER,B3B827,21000
ALIANZA POPULAR,CONGRESISTA,ELIZABETH YOLANDA,FLORES DE LA CRUZ,AUTO,NISSAN SENTRA 2015,AHR306,50000
ALIANZA POPULAR,CONGRESISTA,ELMER,CAMPOS CHAVEZ,CAMION,DODGE 1981,T7U864,20000
ALIANZA POPULAR,CONGRESISTA,ELMER,CAMPOS CHAVEZ,CAMION,DODGE 1973,WC3077,27000
ALIANZA POPULAR,CONGRESISTA,ELMER,CAMPOS CHAVEZ,CAMION,Volvo FL6 1996,WD6438,70000
ALIANZA POPULAR,CONGRESISTA,ELMER,CAMPOS CHAVEZ,Camioneta,Jangyon 2007,D7I048,50000
ALIANZA POPULAR,CONGRESISTA,ELMER,CAMPOS CHAVEZ,Camioneta ,Nissan 1997,U2Q165,20000
ALIANZA POPULAR,CONGRESISTA,ELMER MIGUEL,HIDALGO MEDINA,AUTOMOVIL,NISSAN PRIMERA 2005,B3S 545,8000
ALIANZA POPULAR,CONGRESISTA,ELMER MIGUEL,HIDALGO MEDINA,CAMIONETA,JEEP CHEROKE 2013,F1Q 508,128970
ALIANZA POPULAR,CONGRESISTA,ENRIQUE,MERINO CRUZ ,AUTO,TOYOTA-COROLLA 1988,DSR 388,10000
ALIANZA POPULAR,CONGRESISTA,ERASMO ALEJANDRO,FERNANDEZ SIXTO,Camioneta,Toyota Hilux 2007,M2F - 863 / Blanco,4500000
ALIANZA POPULAR,CONGRESISTA,ESGGILIA PAOLA,ZELADA CONTRERAS,AUTOMOVIL,VOLKSWAGEN,LG-6218,5000
ALIANZA POPULAR,CONGRESISTA,EVELIN,ORCON HUAMAN,AUTOMOVIL,SUBARU IMPRESA 5 D 2009,A8T063,25000
ALIANZA POPULAR,CONGRESISTA,FLAVIA AVELINA,CRUZADO ULLOA DE REYES,CAMIONETA PANEL,PEUGROT BOXER 350,EUD 123,81500
ALIANZA POPULAR,CONGRESISTA,FLAVIA AVELINA,CRUZADO ULLOA DE REYES,CAMIONETA PANEL,PEUGROT BOXER 350,C1K 791,83293
ALIANZA POPULAR,CONGRESISTA,FLAVIA AVELINA,CRUZADO ULLOA DE REYES,CAMIONETA RURAL,TOYOTA RAV4,D1Q 493,78485.578125
ALIANZA POPULAR,CONGRESISTA,FLOR DE MARIA,TRUJILLO MARCELO,AUTO,MAZDA-6-2013,H1N268/AUTOMATICA MOTOR  2.5,77000
ALIANZA POPULAR,CONGRESISTA,FREDDY ALBERTO,GHILARDI ALVAREZ,Camioneta,Ford F150,C7S - 930,7000000
ALIANZA POPULAR,CONGRESISTA,FREDDY ALBERTO,GHILARDI ALVAREZ,Camioneta,Ford - Explorer 1994,RD - 2446,3000000
ALIANZA POPULAR,CONGRESISTA,GIANINA DE JESUS,CAIPO BERROCAL,CAMIONETA,JEEP- PATRIOT-2010,B10-181,50000
ALIANZA POPULAR,CONGRESISTA,GONZALO GUSTAVO,GONZALES GONZALES,CAMIONETA,TOYOTA LAND CRUSIER ,SIA180,90000
ALIANZA POPULAR,CONGRESISTA,GRACIELA NORA,DIAZ DUEÑAS,AOTOMOVIL,TOYATA CORONA 85,BK-1618 DORADO CLARO,9900
ALIANZA POPULAR,CONGRESISTA,HERNAN ULISES,CADENILLAS LUNA,CAMIONETA,NISSAN FRONTIER,HIM-904,45000
ALIANZA POPULAR,CONGRESISTA,HERNAN ULISES,CADENILLAS LUNA,CAMIONETA,RAV-4,T2H-360,58000
ALIANZA POPULAR,CONGRESISTA,HUGO IVAN,POLO POLO,CAMIONETA,MAZDA B150- 2015,Z5F-824,97920
ALIANZA POPULAR,CONGRESISTA,HUGO IVAN,POLO POLO,CAMIONETA,MAZDA D150-2012,D5A 758,88128
ALIANZA POPULAR,CONGRESISTA,HUGO IVAN,POLO POLO,CAMIONETA,HI LUX -1987,0Q2 604,15000
ALIANZA POPULAR,CONGRESISTA,JACK GARY,SALAZAR VELAZQUE,AUTOMOVIL,HONDA CIVIC 2009,C4N-248,35000
ALIANZA POPULAR,CONGRESISTA,JAIME ALEJANDRO,ZEA USCA,Camioneta SUV,Daihatsu Terios,LGO 421,50050
ALIANZA POPULAR,CONGRESISTA,JAVIER ALCIDES,BERNAL SALAS,AUTOMOVIL,NISSAN TIDA 2011,B8A 517,43000
ALIANZA POPULAR,CONGRESISTA,JAVIER ALONSO,BEDOYA DE VIVANCO ,CAMIONETA,HONDA CRV 2008,LGH767,30000
ALIANZA POPULAR,CONGRESISTA,JAVIER ALONSO,BEDOYA DE VIVANCO ,JEEP CHEROKEE,LIMITED 2014,AAD240,123509
ALIANZA POPULAR,CONGRESISTA,JOHNNY,IZQUIERDO ZEVALLOS,MOTOCICLETA,MOTO,NY 46299,900
ALIANZA POPULAR,CONGRESISTA,JOHNNY,IZQUIERDO ZEVALLOS,MOTOCICLETA,MOTO,NY 45154,600
ALIANZA POPULAR,CONGRESISTA,JOHNNY,IZQUIERDO ZEVALLOS,CAMIONETA,ZOTYE 2011,U1B - 098,18000
ALIANZA POPULAR,CONGRESISTA,JOHNNY,IZQUIERDO ZEVALLOS,MOTOCICLETA,MOTO,NY 70143,1000
ALIANZA POPULAR,CONGRESISTA,JOHNNY,IZQUIERDO ZEVALLOS,MOTOCICLETA,MOTO,NY 46089,700
ALIANZA POPULAR,CONGRESISTA,JOHNNY,IZQUIERDO ZEVALLOS,MOTOCICLETA,MOTO,NY 5912-4U,1200
ALIANZA POPULAR,CONGRESISTA,JORGE ALFONSO ALEJANDRO,DEL CASTILLO GALVEZ,SUV,HONDA 2008 ,COT - 216,40200
ALIANZA POPULAR,CONGRESISTA,JOSE AUGUSTO,VARGAS FERNANDEZ,CAMIONETA ,RAV-4,LM6 200,45000
ALIANZA POPULAR,CONGRESISTA,JOSE MARTIN,FORT BELLINA ,AUTOMOVIL,AUDI A4 2005,B90-138,47600
ALIANZA POPULAR,CONGRESISTA,JOSE MIGUEL,GAMBETTA RIOS ,AUTOMOVIL,CADILLAC-DE VILLE- 1980,AAR-298 / SEDAN,35000
ALIANZA POPULAR,CONGRESISTA,JUAN CARLOS,SANCHEZ MONTES DE OCA,Auto,Renault,A1V-072,15000
ALIANZA POPULAR,CONGRESISTA,JUVAL MARTIN,CORDOVA PALACIOS,MOTOCICLETA,HONDA 2006,NB 52342,1500
ALIANZA POPULAR,CONGRESISTA,JUVAL MARTIN,CORDOVA PALACIOS,CAMIONETA RURAL,GREAT WALL 2008,P1T 708,18500
ALIANZA POPULAR,CONGRESISTA,LENIN HAROLD,AVILA SILVA,AUTO,TOYOTA TERCEL,A5S- 113,20000
ALIANZA POPULAR,CONGRESISTA,LENIN HAROLD,AVILA SILVA,AUTO,TOYOTA URBAN CRUI-2012,P1U 537,64000
ALIANZA POPULAR,CONGRESISTA,LENIN HAROLD,AVILA SILVA,CAMIONETA,NISSAN NAVARA 2010,A4K 863,89600
ALIANZA POPULAR,CONGRESISTA,LUCIANA MILAGROS,LEON ROMERO,Camioneta,Volswagen Tiguen TRACK 2012,Placa CSP 502/MOTOR CAW 139969,96566
ALIANZA POPULAR,CONGRESISTA,LUIS BELTRAN,BARRA PACHECO,CAMIONETA ,SUZUKI-1996,00000,12000
ALIANZA POPULAR,CONGRESISTA,LUIS BELTRAN,BARRA PACHECO,AUTOMOVIL,FIAT-1994,00000,5000
ALIANZA POPULAR,CONGRESISTA,LUIS BELTRAN,BARRA PACHECO,AUTOMOVIL,FORD-1994,00000,5000
ALIANZA POPULAR,CONGRESISTA,LUIS BELTRAN,BARRA PACHECO,CAMIONETA,MAHINDRA-2013,000000,68000
ALIANZA POPULAR,CONGRESISTA,MANUEL ISIDRO,VASQUEZ FLORES ,Camioneta,Honda - CRV - 2009,B2W - 404,60000
ALIANZA POPULAR,CONGRESISTA,MANUEL VICENTE,TELLO CESPEDES,CAMIONETA,NISSAN NAVARRA 2013,C812923,50000
ALIANZA POPULAR,CONGRESISTA,MARIA DEL CARMEN,VALENCIA CASAS DE SIMBRON,station wagon,Toyota Calina,CQC-426,16800
ALIANZA POPULAR,CONGRESISTA,MARIA ELIZABETH,RONDO LAYZA ,AUTOMOVIL,NISSAN 1992,AO-5668,9500
ALIANZA POPULAR,CONGRESISTA,MARIO FERNANDO,JERI KURIYAMA,AUTO,UW PARATI 1997,S6X 210,10000
ALIANZA POPULAR,CONGRESISTA,MARIO FERNANDO,JERI KURIYAMA,AUTO,UW ESCARABAJO 1997,A6M 600,6000
ALIANZA POPULAR,CONGRESISTA,MAVILA ESTHER,VASQUEZ DIAZ,CAMIONETA  RURAL,CHEVROLET CAPTIVA,M3Q384,120000
ALIANZA POPULAR,CONGRESISTA,MONICA PAOLA,SANCHEZ MINCHOLA,AUTOMOVIL,TOYOTA TERCEL 1999,CD4456,15000
ALIANZA POPULAR,CONGRESISTA,MONICA PAOLA,SANCHEZ MINCHOLA,AUTOMOVIL,TOYOTA COROLLA 2013,T2K409,58000
ALIANZA POPULAR,CONGRESISTA,NERI FELIPE,TORRES GUTIERREZ ,CAMIONETA 4X2,HYUNDAI SANTA FE,Z1P-598,72600
ALIANZA POPULAR,CONGRESISTA,NIDIA RUTH,VILCHEZ YUCRA,CAMIONETA,KIA-SORENTO-2006,B2H-567,40000
ALIANZA POPULAR,CONGRESISTA,OSCAR ENRIQUE,TORRES QUIROZ,Camioneta,KIA Sorrento 2013,F3J-646,70000
ALIANZA POPULAR,CONGRESISTA,PERCY ALBERTO,RAMOS PUELLES,CAMIONETA ,DAIHATSU-TERIOS 98,AJY-239/05 ASIENTOS,14000
ALIANZA POPULAR,CONGRESISTA,PERCY ALBERTO,RAMOS PUELLES,CAMIONETA - HERENCIA SUCESIÓN INTESTADA ,DATSUN-LG720-82,T5G-907/03ASIENTOS,5175
ALIANZA POPULAR,CONGRESISTA,RAFAEL GUSTAVO,YAMASHIRO ORE ,CAMIONETA SUV,HYNDAI SANTA FE,DIM502,89687
ALIANZA POPULAR,CONGRESISTA,RAFAEL JULIO ANTONIO,OCAÑA MELGAREJO,Auto Sedan,Toyota Corolla 2012,D1U 503,48300
ALIANZA POPULAR,CONGRESISTA,RAUL EDUARDO,CASTRO STAGNARO ,CAMIONETA,TOYOTA PRADO,F50184,142800
ALIANZA POPULAR,CONGRESISTA,RAUL EDUARDO,CASTRO STAGNARO ,CAMIONETA ,MITSUBISHI,-,91800
ALIANZA POPULAR,CONGRESISTA,RAUL EDUARDO,CASTRO STAGNARO ,MOTOCICLETA,HONDA XRL 650,-,20400
ALIANZA POPULAR,CONGRESISTA,RAUL EDUARDO,CASTRO STAGNARO ,MOTOCICLETA,HARLEY DAVIDSON 1997,-,17000
ALIANZA POPULAR,CONGRESISTA,RAUL GUALBERTO,CARRASCO CASTRO,Camioneta cerrada,Hyunday - Tcson 2010,P1B-543/Rojo,34800
ALIANZA POPULAR,CONGRESISTA,RAUL GUALBERTO,CARRASCO CASTRO,Camioneta,Nissa Navara 2010,B5G-808/Color negro,69000
ALIANZA POPULAR,CONGRESISTA,RAUL GUALBERTO,CARRASCO CASTRO,Auto Sedan,Toyota - Sprinter 1993,B4B-135/Negro,27840
ALIANZA POPULAR,CONGRESISTA,RAUL GUALBERTO,CARRASCO CASTRO,Camioneta cerrada,Toyota Land Cruiser,D6W - Azul,34800
ALIANZA POPULAR,CONGRESISTA,ROFILIO T,NEYRA HUAMANI ,Camion,Toyota 2005,D9E-714,21888
ALIANZA POPULAR,CONGRESISTA,ROFILIO T,NEYRA HUAMANI ,Camion,Volvo - 1991,F5H-782,43776
ALIANZA POPULAR,CONGRESISTA,ROFILIO T,NEYRA HUAMANI ,Camion,Dodge - 1980,F8Y-792,11676
ALIANZA POPULAR,CONGRESISTA,ROFILIO T,NEYRA HUAMANI ,Automovil,Mercedes Benz - 1981,ADN-643,17510
ALIANZA POPULAR,CONGRESISTA,ROFILIO T,NEYRA HUAMANI ,Automovil,Nissan - 1996,A6B-879,10214
ALIANZA POPULAR,CONGRESISTA,RONALD RAUL,CONTRERAS ALVAREZ,AUTO,MITSUBISHI-PRECIS-1988,F4I-595,4000
ALIANZA POPULAR,CONGRESISTA,RONALD RAUL,CONTRERAS ALVAREZ,CAMIONETA,LAND ROVER-DISCOVERI-2008,D6N-534,35000
ALIANZA POPULAR,CONGRESISTA,RONALD RAUL,CONTRERAS ALVAREZ,CAMIONETA,MITSUBISHI-L200-2008,D8V-732,25000
ALIANZA POPULAR,CONGRESISTA,ROSA LILIANA,TORRES CASTILLO ,AUTOMOVIL,SUSUKI FORENZA-2005,A3M-070-GASOLINA COLOR VERDE,21000
ALIANZA POPULAR,CONGRESISTA,ROSA YRIS,MEDINA FEIJOO,AUTOMOVIL,CHEVROLET-OPTRA-2008,CQL-017,20000
ALIANZA POPULAR,CONGRESISTA,SALOMON,ALIAGA PEREZ,CAMIONETA,TOYOTA HILUX 2007,PY7283 Petrolero,45000
ALIANZA POPULAR,CONGRESISTA,SHARON VANESSA,ORE RENGIFO,CAMIONETA,CHEVROLET/TRACKER 2015,X3M - 604,66395
ALIANZA POPULAR,CONGRESISTA,VICTOR GERMAN,BOLUARTE MEDINA ,AUTOMOVIL,TOYOTA COROLLA,B9H-236,48000
ALIANZA POPULAR,CONGRESISTA,VIRGINIO,CARRANZA DOMINGUEZ,NISSAN,NISSAN MAXIMA2000,BGS 045,6000
ALIANZA POPULAR,CONGRESISTA,VIRGINIO,CARRANZA DOMINGUEZ,CHEROQUE,JEEP GRAN,R1J471,10000
ALIANZA POPULAR,CONGRESISTA,WERCHIMANS,ARELLANO SUSANO,CAMIONETA,HYNDAI 2013,D5J408,30000
ALIANZA POPULAR,CONGRESISTA,WERCHIMANS,ARELLANO SUSANO,AUTOMOVIL,VOLVO 2009,C4L0051,40000
ALIANZA POPULAR,CONGRESISTA,WERCHIMANS,ARELLANO SUSANO,AUTOMOVIL,TOYOTA 1983,-,2000
ALIANZA POPULAR,CONGRESISTA,WERCHIMANS,ARELLANO SUSANO,AUTOMOVIL,VOLVO 1996,V3Y421,10000
ALIANZA POPULAR,CONGRESISTA,WERCHIMANS,ARELLANO SUSANO,CAMIONETA ,WILLYS 1951,FGE241,2000
ALIANZA POPULAR,CONGRESISTA,WILBER NILO,MEDINA BARCENA,CAMIONETA,MITSUBISHI - MONTERO - 202,RON - 906,30000
ALIANZA POPULAR,CONGRESISTA,WILBER NILO,MEDINA BARCENA,CAMIONETA,HONDA - PILOT - 2014,ACE - 200,120000
ALIANZA POPULAR,CONGRESISTA,WILMER,TAPIA SAMANIEGO,AUTOMOVIL,AMAZON VOLKSWAGEN ,PP6757,6000
ALIANZA POPULAR,CONGRESISTA,WILMER,TAPIA SAMANIEGO,CAMIONETA,HONDA CRV ,W1Q321,7000
ALIANZA POPULAR,CONGRESISTA,YOLANDA ERMENILDA,LOZADA STAMBURY ,CAMIONETA,NISSAN - FIERA 4X4 - 2000,V3B817,8000
ALIANZA POPULAR,CONGRESISTA,YOLANDA ERMENILDA,LOZADA STAMBURY ,CAMIONETA,VOLKSWAGEN - TIGUAN -2013,VGC523,79476.2265625
ALIANZA POPULAR,CONGRESISTA,YOLANDA ERMENILDA,LOZADA STAMBURY ,CAMIONETA,VOLKSWAGEN - TIGUAN - 2013,VGC523,79476.2265625
ALIANZA POPULAR,CONGRESISTA,YOLANDA ERMENILDA,LOZADA STAMBURY ,CAMIONETA,NISSAN - FIERA 4X4 - 2000,V3B817,8000
ALIANZA POPULAR,CONGRESISTA,YVAN ENRIQUE,VASQUEZ VALERA,MOTOCICLETA,HONDA-POP100-2008,L49818,500
ALIANZA POPULAR,CONGRESISTA,YVAN ENRIQUE,VASQUEZ VALERA,JEEP MILITAR,JEEP-M15142-1976,RY1845,1000
ALIANZA POPULAR,CONGRESISTA,YVAN ENRIQUE,VASQUEZ VALERA,CAMIONETA RURAL,HONDA-PILOT-2013,DOV270,148742.9375
ALIANZA POPULAR,CONGRESISTA,YVAN ENRIQUE,VASQUEZ VALERA,CAMIONETA RURAL,KIA-SPORTAGE-2009,L11354,57495.5
ALIANZA POPULAR,PRIMER VICEPRESIDENTE DE LA REPUBLICA,LOURDES CELMIRA ROSARIO,FLORES NANO,CAMIONETA,NISSAN PICK UP,C9W-880,43906
ALIANZA POPULAR,PRIMER VICEPRESIDENTE DE LA REPUBLICA,LOURDES CELMIRA ROSARIO,FLORES NANO,CAMIONETA,TOYOTA PATHSINDEN,CGT-242,98359
ALIANZA POPULAR,SEGUNDO VICEPRESIDENTE DE LA REPUBLICA,DAVID ABRAHAM,SALAZAR MOROTE,AUTO,HONDA CIVIC,BQZ770,15000
ALIANZA POPULAR,SEGUNDO VICEPRESIDENTE DE LA REPUBLICA,DAVID ABRAHAM,SALAZAR MOROTE,CAMIONETA,TOYOTA RAV,RQW626,20000
DEMOCRACIA DIRECTA,CONGRESISTA,CIRILO,HERRERA TAIPE,CAMIÓN,HINO-GH-2009,F2N868,150000
DEMOCRACIA DIRECTA,CONGRESISTA,CIRILO,HERRERA TAIPE,TRAILER,VOLVO-FH-2001,B3I868,150000
DEMOCRACIA DIRECTA,CONGRESISTA,CIRILO,HERRERA TAIPE,TRAILER,VOLVO-FH-2003,A0D939,150000
DEMOCRACIA DIRECTA,CONGRESISTA,EDGAR ELVER,CHAVEZ ARONES,AUTO,ZUSUKI,D2Q-502,20000
DEMOCRACIA DIRECTA,CONGRESISTA,ELSA CELIA,ANICAMA ÑAÑEZ ,CAMIONETA,KIA SPORTAGE,F1D - 613,105600
DEMOCRACIA DIRECTA,CONGRESISTA,FREDY FELIPE,MAMANI QUILLA,N2- CAMION,SHIFENG-2008,Z5K-860,54400
DEMOCRACIA DIRECTA,CONGRESISTA,FREDY FELIPE,MAMANI QUILLA,AUTO,KIA-SOUL-2012,Z3I-271,61200
DEMOCRACIA DIRECTA,CONGRESISTA,FREDY FELIPE,MAMANI QUILLA,CAMION VOLQUETE,MITSUBISHI-FUSO-2013,Z4U-741,237996.59375
DEMOCRACIA DIRECTA,CONGRESISTA,FREDY FELIPE,MAMANI QUILLA,MINI VOLQUETE,MITSUBISHI-CANTER-1996 ,Z1H-852,34000
DEMOCRACIA DIRECTA,CONGRESISTA,GRIMALDO,CARBAJAL NOREÑA ,1,NISSAN - PRIMERA 97,BQG - 478,7000
DEMOCRACIA DIRECTA,CONGRESISTA,INGRID PATRICIA,PEREZ FERNANDEZ,MOTOCICLETAS,YAMAHA-XA125CYGNUS-Z,3557-2L,6000
DEMOCRACIA DIRECTA,CONGRESISTA,IRENE MARTHA,QUISPE TABOADA,CAMIONETA RURAL,MITSUBISHI MONTERO CORTA 3 DE 1998,B2H-428,35200
DEMOCRACIA DIRECTA,CONGRESISTA,JAMES,FLORES ACUÑA ,AUTO,RENAULT,CQK - 409,21000
DEMOCRACIA DIRECTA,CONGRESISTA,JOHN FITZGERALD,MENDEZ RODRIGUEZ ,AUTO SEDAN,NISSAN TIDA 2014,F3J340,42000
DEMOCRACIA DIRECTA,CONGRESISTA,JOSE,GROVAS GONZALES,AUTO,NISSAN- STATION WAGON-2001 ,AAJ-027,21000
DEMOCRACIA DIRECTA,CONGRESISTA,JOSE MANUEL,CARLOS VALERIANO,MI CMTA RURAL,CHEVROLET Nº 300 2014,M3M 277,38676
DEMOCRACIA DIRECTA,CONGRESISTA,JOSE NESPITO,VASQUEZ HUAMAN,AUTOMOVIL,CHEVROLET - SPARK - 2011,C3I-297,17000
DEMOCRACIA DIRECTA,CONGRESISTA,JULIO CESAR,MALDONADO ALBARRACIN,AUTO,VW 1965,6J-243,7000
DEMOCRACIA DIRECTA,CONGRESISTA,LEONIDAS TEODORO,RODRIGUEZ ALTAMIRANO,AUTO ,CHEVROLET,H1M - 159,30000
DEMOCRACIA DIRECTA,CONGRESISTA,LUIS ALBERTO,AYQUIPA ZELA,CAMIONETA RURAL,FORD-ECONOVAN-1983,A9F-282,10000
DEMOCRACIA DIRECTA,CONGRESISTA,LUIS ALBERTO,AYQUIPA ZELA,AUTOMOVIL,VW-FOX-2004,A2E-408,20000
DEMOCRACIA DIRECTA,CONGRESISTA,LUIS ALBERTO,AYQUIPA ZELA,AUTOMOVIL,SUBARU IMPREZA2005,A0R-383,20000
DEMOCRACIA DIRECTA,CONGRESISTA,LUIS ENRIQUE,GABRIEL SANTOS,AUTO,KIA - RIO - 2008,AN-2345,42330
DEMOCRACIA DIRECTA,CONGRESISTA,RICHARD HECTOR,BLANCO CLAROS,CAMIONETA ,RAV4,------,96000
DEMOCRACIA DIRECTA,CONGRESISTA,ROBINSON,REQUEJO VILLALOBOS,AUTOMOVIL,HYUNDAI-ACCENT-2012,ACCENT,32000
DEMOCRACIA DIRECTA,CONGRESISTA,ROSA LUZ,RAMIREZ PONCE ,CAMIONETA,NISSAN ROUGE,A1R-162,54000
DEMOCRACIA DIRECTA,CONGRESISTA,SIMON,CHIPANA HUANCA,Camioneta,GREAT WALL- GREAT WALL H5 BLANCO TITANIO,AHA350,52339.890625
DEMOCRACIA DIRECTA,CONGRESISTA,TRINATORIO DARIO,VARGAS ARCE,CAMIONETA RURAL,SUSUKI-2011,C2K-158,81260
DEMOCRACIA DIRECTA,CONGRESISTA,VLADIMIRO,DEL CASTILLO NARRO ,AUTOMOVIL,TOYOTA SPRINTER 1995,"A1Z-569, GRIS",15000
DEMOCRACIA DIRECTA,CONGRESISTA,WERNER MAXIMO,SALCEDO ALVAREZ,CAMIONETA,MITSUBISHI-L200-2012,X2S-854,60000
DEMOCRACIA DIRECTA,CONGRESISTA,WERNER MAXIMO,SALCEDO ALVAREZ,CAMIONETA,TOYOTAHILUX-2013,X3C-845,75000
DEMOCRACIA DIRECTA,CONGRESISTA,WILLIAM JUNIOR,SANCHEZ TORRES ,MOTO LINEAL,WANXIN,COLOR ROJO CON NEGRO,2500
DEMOCRACIA DIRECTA,PRESIDENTE DE LA REPUBLICA,GREGORIO,SANTOS GUERRERO,MOTO,MAVILA M-150 ,P28781,5000
DEMOCRACIA DIRECTA,SEGUNDO VICEPRESIDENTE DE LA REPUBLICA,SIMON,CHIPANA HUANCA,Camioneta,GREAT WALL- GREAT WALL H5 BLANCO TITANIO,AHA350,52339.890625
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,ADOLFO LAURIANO,HORMAZA DEL CASTILLO,MOTO LINEAL,VELOREX,64475,3000
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,BETSABETH,CORTEGANO CHOTA ,MOTOCICLETA,HONDA NF100WAVE 2012,L45344,3350
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,BETSABETH,CORTEGANO CHOTA ,MOTOCICLETA,HONDA NF100WAVE 2006,MY84830,3500
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,DEISSY SUSANA,DIAZ GAMONAL,TOYOTA CALDINA,STATION WAGON,VGP236,20000
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,EDGAR ALONSO,RODRIGUEZ ZANABRIA,Automovil,CX4 HATCH BACK 2010 SUZUKI,A3B282,55000
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,EDILBERTO,CURRO LOPEZ,VEHICULO,TOYOTA DINA 1992,RU8539 COLOR BLANCO,16000
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,HERNANDO ISMAEL,CEVALLOS FLORES,AUTO,TOYOTA 2013,PIU506,43280
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,HERNANDO ISMAEL,CEVALLOS FLORES,CAMIONETA,MAZDA B-T50 2010,PZN838,80670
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,HUMBERTO,PRADO EFFIO ,AUTO,AUDI A-4,B35066,30000
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,JANNET URSULA,VELEZ RIVAS ,CAMIONETA,TOYOTA-RAV4-2012,D2W032,60000
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,JESUS PERCY,BONILLA YARANGA,AUTOMOVIL,TOYOTA YARIS 2010,AQP522,10000
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,JORGE ALFONSO,APARCANA ALFARO ,AUTOMOVIL,WOLKSWAGEN,JI4007,6000
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,JORGE ANDRES,CASTRO BRAVO ,AUTOMOVIL,HYUNDAI,Z3B501,30000
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,JOSE,OLIVOS VINCES ,TRIMOTO DE CARGA,MAVILA,PT 2107,7500
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,JOSE MANUEL,BAUTISTA CONDOR ,Moto lineal,Lifan LF 150F,S7-1378,2400
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,JUAN CESAR,REGALADO CABRERA ,TRACTOR AGRICOLA,SHANGAI 504-2013,-,60000
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,JUAN CESAR,REGALADO CABRERA ,TRACTOR AGRICOLA,SHANGAI 5042012,-,60000
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,JUAN CESAR,REGALADO CABRERA ,CAMIONETA,TOYOTA HILUX 2011,C3T949,65000
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,JUAN ISMAEL,ASTE DAFFOS ,AUTOMOVIL,MAZDA 1997,AQL 787,10000
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,JUAN MANUEL,CASTILLO MORE,CAMIONETA,HYUNDAI TUCSON 2014,F71-651,24000
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,JULIO CESAR RICARDO,SAMANIEGO MONZON,Hyundai- Santa fe,2013,X2H494,122238
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,JUNNY JANET,YNOQUIO HERRERA ,AUTO,STATIO WAGON PEUGEOT 1994,C4M VERDE,15300
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,LEYDI ELIZABETH,DE LA CRUZ MAYTA,AUTOMOVIL,NISSAN SUNNY  1988,CH8968,10000
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,MANUEL GERMAN,BENZA PFLÜCKER ,AUTO,TOYOTA YARIS 2014,F3V318,30000
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,MANUEL GERMAN,BENZA PFLÜCKER ,AUTO,TOYOTA COROLLA 2000,BOY 216,9000
"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD",CONGRESISTA,MARCO ANTONIO,ARANA ZEGARRA,Camioneta Rural,Land Rover Freelander 2002 ,B5W595 (50%),10000
